AGE,GENDER,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,LOAN_NUM_CLOSED,LOAN_NUM_TOTAL,PERSONAL_INCOME,AGREEMENT_RK,TARGET
60,0,0,0,1,0,0,0,8000,61165697,0
53,1,0,0,1,0,2,2,10000,64591870,0
24,1,1,1,1,0,1,1,8000,66079369,0
26,1,1,1,1,0,1,1,6000,65492895,0
22,1,1,1,1,0,0,0,7000,63100129,1
34,0,1,1,1,0,4,4,20000,67072885,0
57,1,0,0,0,1,1,1,3400,61128204,0
42,1,0,0,1,0,0,0,5500,62798942,0
28,0,1,2,1,0,1,1,15000,66857467,0
42,1,3,3,1,0,2,2,9000,74991328,0
27,1,0,0,1,0,1,2,15500,66855596,0
23,0,0,0,1,0,2,3,16000,75034312,0
52,1,1,0,0,1,0,0,6000,66199101,0
43,0,1,0,1,0,1,1,8500,74527338,0
34,0,2,2,1,0,3,3,13000,67160574,0
30,1,3,3,1,0,0,0,17000,64438881,0
24,1,1,1,1,0,1,1,4900,66090020,1
42,1,5,3,1,0,0,0,7000,75286364,1
23,1,1,1,1,0,1,1,5000,66078149,0
42,0,0,0,1,0,1,1,40000,62480346,0
48,1,2,0,1,0,0,0,6000,62612327,0
31,1,1,1,1,0,0,0,18000,62025156,0
58,1,4,1,0,1,0,0,8000,64369524,0
30,1,0,0,1,0,6,6,17000,67160282,0
36,0,0,0,1,0,2,2,20000,74474427,0
53,0,3,1,1,0,1,1,12000,67165639,0
30,1,1,0,1,0,0,0,25000,65235056,0
39,1,1,0,1,0,0,0,9000,72280127,0
49,1,3,0,1,0,0,0,8000,61355465,0
54,1,1,0,0,1,1,1,5000,61930207,0
56,1,2,0,1,1,0,0,20000,64895960,0
40,0,0,0,1,0,0,0,17000,61111428,0
57,1,0,0,0,1,0,0,18000,60380003,0
46,1,0,0,1,0,0,0,30000,61148609,0
30,0,1,1,1,0,2,2,20000,60473938,0
48,1,1,0,1,0,2,2,5000,61446686,0
45,1,2,0,1,0,0,0,12000,72271295,0
49,0,1,1,1,0,1,1,15000,61520404,0
45,0,1,1,1,0,1,2,23000,67436321,0
31,0,1,1,1,0,0,0,15000,59975401,0
49,1,3,2,1,0,2,2,7500,66715521,0
48,1,0,0,1,0,0,0,5000,62991110,0
35,1,1,1,1,0,0,0,29800,63087816,1
39,0,0,0,1,0,0,0,16000,61363258,0
45,1,1,1,1,0,0,0,10000,67330384,0
25,1,0,0,1,0,1,1,10000,66089830,0
47,1,2,0,1,0,1,1,10000,63635001,0
26,0,1,0,1,0,0,0,15000,63002988,1
30,0,0,0,1,0,1,1,35000,61104883,0
39,1,2,1,1,0,0,0,7000,73820541,0
30,0,1,1,1,0,1,1,12000,64373192,0
31,1,0,0,1,0,1,1,30000,75285933,0
33,1,2,2,1,0,0,0,11000,64901377,0
26,1,2,2,1,0,0,0,13000,66193260,1
60,1,1,1,0,1,0,0,10000,62432950,0
61,1,0,0,0,1,1,2,7500,72271259,0
32,0,0,0,1,0,1,1,28000,61871534,0
25,0,1,1,1,0,1,1,30000,63982648,0
58,1,1,1,0,1,0,0,7000,60059466,0
48,1,2,0,1,0,0,0,10000,75208044,0
49,1,1,0,1,0,2,2,10000,66594662,0
58,1,3,0,0,1,0,0,10000,60104382,0
35,0,1,1,1,0,0,0,17000,63599338,0
31,1,2,2,1,0,1,1,13000,63636320,0
31,1,0,0,1,0,1,1,10000,63637148,1
55,1,2,0,1,0,2,2,15000,65384399,0
53,1,0,0,0,1,1,2,5500,66746228,0
24,1,1,1,1,0,1,1,6000,66076912,0
25,0,0,0,1,0,1,1,10000,67082861,1
59,1,0,0,0,1,1,1,9000,66702546,0
35,1,1,1,1,0,0,0,8000,61236088,0
25,0,0,0,1,0,1,3,18000,64356472,0
35,0,0,0,1,0,0,0,6000,61541156,0
52,1,1,0,0,1,1,1,5500,59934860,0
25,1,1,1,1,0,1,1,10000,66082725,0
22,1,1,1,1,0,1,1,6500,66076375,0
51,0,0,0,1,0,1,1,10000,66754688,0
27,1,0,0,1,0,1,1,10000,63982163,0
49,1,2,0,1,0,1,2,10000,74192660,0
63,1,2,0,0,1,0,0,7000,63921618,0
27,1,0,0,1,0,2,2,8000,66597083,0
23,0,0,0,1,0,1,1,10500,60091133,0
41,1,1,0,1,0,0,0,18000,62180730,0
45,0,0,0,1,0,2,2,20000,67176739,0
31,1,1,1,1,0,1,1,4500,64272213,0
57,1,0,0,1,0,0,0,15000,72299647,0
57,1,2,0,0,1,0,0,8000,67326665,0
29,1,0,0,1,0,0,0,35000,62769232,0
38,1,1,1,1,0,0,0,18000,62367884,0
35,1,2,2,1,0,0,0,8000,61244437,1
28,0,0,0,1,0,0,0,23000,62941306,0
26,1,0,0,1,0,1,2,6800,74016211,0
37,1,3,3,1,0,2,2,30000,75018882,0
26,0,1,1,1,0,0,0,14000,63895594,0
27,0,0,0,1,0,0,0,9000,60109234,1
41,1,2,1,1,0,0,0,10000,67438804,1
48,1,0,0,1,0,1,1,11000,59917071,0
29,0,1,1,1,0,3,3,20000,74486887,0
41,1,2,2,1,0,1,2,8500,73840362,0
40,1,1,1,1,0,0,0,5800,65201706,0
45,0,1,0,1,0,2,2,25000,67539748,0
52,1,0,0,1,0,0,0,35000,73835565,0
46,1,0,0,1,0,1,1,12000,64599015,0
22,1,1,1,1,0,0,0,9000,75268962,0
59,1,0,0,1,1,1,1,13500,67008298,0
34,1,1,1,1,0,2,3,18000,67538588,0
30,1,0,0,1,0,0,0,15000,61375921,0
24,1,0,0,1,0,0,0,8000,66197969,0
50,0,1,1,1,0,1,1,10000,61518495,0
57,1,2,0,0,1,0,0,6500,59966928,0
35,1,2,2,1,0,2,2,15000,66318069,0
35,1,2,2,1,0,0,0,10000,72293936,0
37,0,3,3,1,0,3,3,20000,74982122,0
61,1,2,0,1,1,1,1,15000,64375368,0
32,0,2,2,1,0,1,1,15200,73849312,0
40,1,1,1,1,0,0,0,10000,73826822,0
56,1,0,0,1,0,0,0,5000,61353048,0
27,1,0,0,1,0,0,0,6000,66893237,0
44,1,2,2,1,0,1,1,15000,62588444,0
37,1,2,2,1,0,0,0,7000,62364559,1
50,1,2,0,1,0,0,0,15000,61116837,0
36,0,1,1,1,0,1,1,13000,75026527,0
24,0,3,3,1,0,0,0,15000,60402876,0
23,1,0,0,1,0,1,1,10000,66086293,0
38,1,2,1,1,0,1,2,8000,67443514,1
45,0,1,1,1,0,0,0,35000,64557669,0
60,0,1,1,1,1,3,3,12000,66766062,1
48,1,2,1,1,0,2,3,6000,66335830,0
45,1,1,1,1,0,0,0,20000,67207456,0
36,1,0,0,1,0,0,0,23000,61835400,0
53,0,2,0,0,1,0,0,9000,67416625,0
41,1,3,1,1,0,0,0,5600,65204080,0
58,1,0,0,0,1,0,0,5500,63994945,0
59,0,2,0,1,0,2,2,15000,66533843,0
41,1,2,2,1,0,1,1,25000,74988727,0
38,1,2,1,1,0,0,0,15000,67422884,0
55,1,0,0,0,1,0,0,5000,61231101,0
23,1,0,0,1,0,1,1,6000,65502338,0
38,1,2,2,1,0,1,2,10000,60465080,0
26,1,1,1,1,0,2,2,6500,66773433,0
37,0,1,0,1,0,0,0,18000,61245059,0
31,1,2,2,1,0,0,0,10000,67536973,0
49,0,2,0,1,0,1,1,10000,59915312,0
35,1,1,1,1,0,2,2,15000,75024946,0
57,0,0,0,0,1,1,1,6000,59924048,0
30,0,2,2,1,0,0,0,15000,62140493,0
35,1,1,1,1,0,0,0,10000,62036242,0
63,1,1,0,0,1,2,2,5300,66401525,0
58,0,1,0,0,1,0,0,15000,67328895,0
32,1,3,3,1,0,1,2,10000,64584263,1
39,0,0,0,1,0,3,4,10000,67008184,0
22,0,0,0,1,0,0,0,17000,63994193,0
53,1,0,0,1,0,1,1,9000,60466118,0
35,1,1,1,1,0,2,2,5000,65254655,0
42,1,1,0,1,0,1,1,15000,64586797,0
31,1,0,0,1,0,0,0,17000,61255632,0
31,1,1,1,1,0,0,0,16000,62015948,1
44,1,2,1,1,0,0,0,10000,63085790,0
45,1,1,1,1,0,0,0,9000,65201782,0
51,1,2,0,1,0,1,1,10000,59927613,0
36,1,1,1,1,0,1,2,16000,62243260,0
24,0,0,0,1,0,2,3,12000,66920034,0
46,1,0,0,0,1,1,1,6000,61139110,1
57,1,0,0,1,1,0,0,15000,61301707,0
24,1,1,1,1,0,1,1,8000,74535921,0
30,0,2,2,1,0,3,3,14000,66777902,0
31,0,1,2,1,0,1,1,15000,61294553,0
41,0,2,2,1,0,1,1,16000,64280049,0
22,0,0,0,1,0,0,0,6000,61294452,0
36,0,2,2,1,0,0,0,25000,62780046,0
52,1,5,0,1,1,2,2,5000,66410388,0
42,0,1,1,1,0,0,0,10000,61116194,1
56,1,0,0,0,1,0,0,6500,64835940,0
44,0,2,2,1,0,2,2,10000,66917277,1
55,1,0,0,1,0,3,3,10000,66527133,0
40,0,2,2,1,0,0,0,19600,60115552,0
35,1,0,0,1,0,1,1,29000,62943819,0
53,1,1,1,1,0,0,0,12000,72264851,0
32,0,1,1,1,0,1,1,28000,64281588,0
54,1,1,0,1,0,0,0,10000,62183651,0
35,0,1,1,1,0,1,1,6000,61382527,0
52,0,0,0,1,0,0,0,11000,61383315,0
41,1,1,1,1,0,2,2,8000,61422759,0
28,0,1,1,1,0,0,0,10000,73817343,1
30,1,0,0,1,0,2,3,12000,72282871,0
27,1,1,1,1,0,1,2,10000,74662886,0
36,0,1,2,1,0,0,0,20000,64897278,0
57,1,3,0,0,1,0,0,10000,64835166,1
29,0,0,0,1,0,0,0,12000,64906419,0
61,1,0,0,0,1,3,3,6000,74958363,0
45,0,2,2,1,0,0,0,12000,61431194,0
56,1,1,0,1,1,0,0,10000,61166796,0
23,1,0,0,1,0,1,1,13000,66765766,0
43,0,0,0,1,0,2,2,18000,67176418,0
36,1,2,0,1,0,0,0,13000,66899352,0
55,0,5,0,0,1,0,0,6500,62367788,0
29,1,2,1,1,0,2,2,8000,67423502,0
46,1,3,3,1,0,0,0,8000,61844166,0
33,0,0,0,1,0,0,0,8000,63919771,0
48,1,0,0,1,0,0,0,8000,64892574,1
34,0,2,2,1,0,1,1,12000,61364838,0
35,0,1,1,1,0,3,3,12000,66537513,0
24,0,1,1,1,0,0,0,15000,64906609,0
60,1,1,0,1,0,2,2,7000,66853880,0
34,1,0,0,1,0,2,3,8000,74547936,0
36,1,1,0,1,0,0,0,7500,60112652,0
52,0,2,2,1,0,2,2,12000,67166434,0
46,0,0,1,1,0,1,1,10000,62510698,0
25,0,1,2,1,0,0,0,18000,62139174,0
33,1,0,0,1,0,0,0,20000,60044082,0
29,0,0,0,1,0,1,1,11000,62510303,1
58,1,0,0,0,1,0,0,15000,67332720,0
43,1,2,2,1,0,2,3,5000,66710717,0
42,1,1,0,1,0,1,1,15000,62508199,0
60,1,2,0,0,1,1,1,10000,64372490,0
58,1,3,0,1,1,3,3,11000,66842091,0
26,0,0,0,1,0,3,3,11000,66919584,0
52,1,1,1,1,0,1,1,14000,64376254,0
50,0,2,0,1,0,0,0,20000,62426784,0
36,0,3,3,1,0,0,0,12500,62260375,0
39,0,2,1,1,0,0,0,15000,62991931,1
59,0,1,1,1,0,1,1,20000,59940513,0
42,0,3,2,1,0,0,0,10000,62387591,0
35,1,1,1,1,0,1,1,12000,64587822,0
41,1,1,1,1,0,0,0,5000,65200009,0
24,0,0,0,1,0,0,0,15000,62027959,0
55,0,1,1,1,1,1,2,15000,66974609,0
41,0,1,1,1,0,0,0,14000,62019227,0
31,1,1,1,1,0,1,2,10000,74639379,0
58,0,2,0,1,0,1,1,10000,66920507,0
34,1,1,1,1,0,1,1,7000,61060969,0
61,1,1,0,0,1,1,2,5000,74031730,0
58,1,2,0,0,1,3,4,5300,66832613,0
36,0,1,1,1,0,0,0,12000,62612836,0
51,1,2,0,1,0,0,0,13900,60045158,0
56,1,0,0,0,1,1,1,10000,66766425,0
31,1,2,2,1,0,0,0,15000,62173125,0
48,1,2,0,1,0,1,1,7000,61074648,0
37,1,1,1,1,0,1,1,9500,61073808,0
39,0,2,2,1,0,4,5,22000,66708332,0
45,1,1,0,1,0,0,0,5000,63585931,0
62,1,0,0,1,1,0,0,15000,67542724,1
29,1,2,2,1,0,0,0,28000,67532544,1
27,0,0,0,1,0,0,0,15000,61241280,0
47,1,0,0,1,0,0,0,15000,61244303,0
31,1,1,1,1,0,3,4,9000,67173088,0
56,0,0,0,1,0,0,0,9000,63984314,1
29,0,2,2,1,0,1,2,14500,72290120,0
51,0,2,0,1,0,2,2,12000,66896846,0
48,1,1,1,1,0,0,0,17000,66187538,1
31,0,1,1,1,0,2,2,11000,67207422,0
58,1,2,0,1,0,0,0,17000,63093078,0
42,1,2,2,1,0,2,2,12000,66596667,0
37,1,2,2,1,0,0,0,6000,64825258,0
23,1,0,0,1,0,1,1,12000,65418249,0
33,1,2,2,1,0,3,4,15000,74660004,0
39,1,2,2,1,0,0,0,15000,61146993,0
49,1,0,0,1,0,0,0,14000,60447120,0
32,0,0,0,1,0,1,1,21000,61045067,0
59,1,2,0,0,1,0,0,8000,73848061,0
60,1,2,0,0,1,1,1,4000,62491502,0
42,0,1,1,1,0,0,0,45000,64336039,0
54,0,1,0,1,0,1,2,10000,61448568,0
50,1,3,0,1,0,0,0,8000,63005476,0
28,1,1,1,1,0,1,1,15000,62484103,0
39,1,1,1,1,0,1,2,4300,60468612,0
51,1,0,0,1,0,2,2,7500,66334400,0
58,1,3,0,1,1,1,1,14000,61933661,0
37,1,0,0,1,0,3,4,10000,66745491,0
47,1,2,0,1,0,0,0,8000,62593615,0
34,1,1,1,0,1,0,0,9300,62367357,0
23,1,1,1,1,0,1,1,15000,67085936,0
26,1,1,1,1,0,1,1,14000,66664476,1
29,0,0,0,1,0,0,0,12000,64904753,1
37,1,2,2,1,0,2,2,15000,67142243,0
45,0,1,0,1,0,0,0,7500,66927083,0
29,0,0,0,1,0,1,1,15000,61075164,0
56,0,0,0,1,0,0,0,23000,60108560,0
27,1,1,1,1,0,0,0,25000,67220108,0
54,1,0,0,0,1,1,1,7500,61374208,1
56,1,2,0,1,0,0,0,6000,61232842,0
32,1,2,2,1,0,0,0,10000,73836891,1
41,1,2,2,1,0,4,4,14000,66770885,0
64,1,0,0,0,1,2,3,5500,74559247,0
52,1,3,0,1,1,2,3,10000,67445273,0
39,1,1,1,1,0,2,2,7000,66515607,0
41,1,1,1,1,0,3,3,18000,67159406,1
26,1,0,0,0,1,1,1,10000,66074375,1
24,1,0,0,1,0,2,2,17000,66593949,0
51,0,2,0,1,0,0,0,9500,63332112,0
55,0,3,0,1,0,1,1,11000,74959913,0
28,1,0,0,1,0,1,2,7000,64585583,0
47,0,4,1,1,0,0,0,15000,63917778,0
33,0,0,0,1,0,0,0,16000,62073249,0
52,1,0,0,0,1,1,1,6000,61120252,0
41,1,2,2,1,0,0,0,15000,62140272,1
44,0,0,0,1,0,1,2,15000,62234335,0
32,0,0,0,1,0,0,0,15000,62176925,0
40,1,1,1,1,0,0,0,12000,73828582,0
35,0,2,2,1,0,3,3,12500,66530147,0
31,0,1,1,1,0,1,1,23000,64601630,0
37,1,0,1,1,0,1,2,6000,72288027,0
40,1,1,0,1,0,0,0,11000,61379536,1
31,0,1,1,1,0,1,1,13000,61106229,0
30,1,1,1,1,0,1,2,11000,61973475,1
49,1,2,0,1,0,0,0,11000,60057094,0
28,1,1,1,1,0,0,0,20000,61963073,0
31,0,0,0,1,0,0,0,14000,62129504,0
41,0,2,1,1,0,0,0,20000,65206529,0
30,0,0,1,1,0,2,2,19000,75016882,0
34,1,1,1,1,0,1,1,15000,59935933,0
24,1,1,1,1,0,1,1,10000,66078070,0
60,1,2,0,1,0,0,0,8000,64425563,0
26,0,0,0,1,0,0,0,9000,64442968,0
30,1,1,1,1,0,1,1,21000,61432933,0
23,1,0,0,1,0,1,1,4500,65402758,0
22,1,1,1,1,0,1,1,8000,73828623,0
45,0,1,0,1,0,1,1,7000,59965290,0
31,0,1,1,1,0,0,0,15000,63587446,0
32,0,1,0,1,0,0,0,25000,61242415,0
38,0,4,4,1,0,2,3,38000,59925882,0
55,1,3,0,1,0,0,0,8500,67335505,0
36,1,2,1,1,0,2,3,8500,66905770,0
58,1,0,0,0,1,0,0,3200,60453892,0
33,1,1,0,1,0,1,1,25000,67148490,0
50,1,0,0,1,0,0,0,18000,61528461,0
49,1,3,3,1,0,0,0,15500,74831490,0
44,0,2,2,1,0,3,3,17000,66433984,0
39,0,1,1,1,0,2,2,20000,59933136,0
55,1,0,0,0,1,2,2,9000,66756058,0
29,0,2,2,1,0,0,0,50000,62251399,0
53,0,1,0,1,0,0,0,4500,62433925,0
25,1,2,2,1,0,0,0,11000,67332209,0
46,1,0,0,1,0,0,0,10000,61524100,0
44,0,3,3,1,0,1,1,11000,59918243,0
34,1,2,2,1,0,0,0,14000,67318444,0
45,0,1,0,1,0,2,3,12000,67092024,0
49,1,2,1,1,0,1,2,11000,62235167,0
38,1,2,2,1,0,0,0,13000,61539044,0
61,0,2,0,1,1,1,1,56000,64347203,0
44,0,2,1,1,0,0,0,7000,62170275,1
51,1,2,0,1,0,2,2,5500,66836517,0
32,1,3,3,1,0,0,0,9000,61257974,0
52,1,2,0,1,0,2,2,6000,66593143,0
26,1,1,1,1,0,1,1,5000,65497126,0
39,0,2,2,1,0,0,0,30000,74821082,1
56,1,0,0,1,0,0,0,10000,63104280,0
33,1,1,1,1,0,2,3,9000,67327714,0
36,0,2,2,1,0,2,2,10000,74541777,0
42,1,2,2,1,0,2,2,15000,64597481,0
38,1,2,2,1,0,0,0,7000,74031460,0
22,1,0,0,1,0,1,1,9000,67423397,0
52,1,1,0,1,0,1,1,18000,60467480,0
38,1,3,3,1,0,0,0,15000,63105953,0
37,0,1,1,1,0,2,2,10000,66430564,0
33,1,2,2,1,0,0,0,10000,62803220,0
45,1,1,0,1,0,0,0,23000,67335973,0
33,1,1,1,1,0,4,4,18000,66921774,0
33,1,2,2,1,0,1,1,12000,60470372,0
57,1,0,0,0,1,0,0,7000,63085687,0
50,1,2,0,1,0,0,0,8000,61857284,0
49,1,3,0,1,0,2,2,20000,67017560,0
29,0,1,1,1,0,1,1,40000,62493872,0
38,1,3,3,1,1,2,2,8000,66530223,0
33,1,1,1,1,0,1,1,12000,61936778,0
50,1,1,0,1,0,0,0,12000,60083478,0
50,1,0,0,1,0,0,0,20000,63319510,0
27,1,1,1,1,0,4,4,7000,66917269,0
27,0,1,1,1,0,1,1,12000,59936799,1
38,1,0,0,1,0,1,1,28000,62482432,0
47,0,3,1,1,0,1,2,20000,64427132,0
43,1,0,0,1,0,1,1,6500,63635960,0
60,1,1,0,0,1,0,0,6000,62086664,0
29,0,2,2,1,0,1,1,10000,73843433,0
34,0,2,2,1,0,0,0,15000,64914706,0
60,1,2,0,0,1,0,0,7500,61520525,0
65,1,1,0,1,1,1,2,13000,74946033,1
47,1,2,1,1,0,0,0,14000,62186576,0
43,1,2,2,1,0,1,2,8000,65380411,0
45,1,2,1,1,0,1,1,10000,67165101,0
42,1,2,0,1,0,0,0,6000,61120820,0
50,1,2,0,1,0,1,1,35000,60524923,0
36,1,1,1,1,0,0,0,15000,62164107,0
38,1,1,0,1,0,0,0,15000,61369759,1
23,1,0,0,1,0,0,0,9000,64456852,0
54,1,0,0,1,0,1,1,10000,74516458,0
40,0,2,3,1,0,1,1,10500,66709944,0
56,1,2,0,1,1,0,0,25000,75289165,0
49,1,2,0,1,0,0,0,10000,67219124,0
48,1,1,1,1,0,0,0,20000,64840203,0
42,1,0,0,1,0,0,0,7000,74033626,0
24,0,0,0,1,0,1,1,23000,62262659,0
32,0,2,0,1,0,0,0,30000,64460354,0
35,1,1,1,1,0,0,0,15000,74843415,0
44,1,1,1,1,0,2,2,25000,67165299,0
33,1,2,2,1,0,3,3,12000,67095410,0
39,1,1,1,1,0,2,2,5000,61458342,0
57,1,1,0,1,1,0,0,8500,66192823,0
43,1,3,0,1,0,0,0,12000,67336127,0
44,1,2,1,1,0,0,0,8000,64911264,0
57,1,0,0,0,1,1,1,4000,61247598,0
56,1,3,1,1,0,2,2,15000,66522075,0
26,1,0,0,1,0,1,1,12000,66839351,0
39,0,1,1,1,0,0,0,20000,64371481,1
31,0,0,0,1,0,0,0,5000,65235850,0
56,0,3,0,1,0,0,0,10000,59967312,0
32,1,0,0,1,0,0,0,15000,61147195,0
23,1,0,0,1,0,1,1,6000,66078648,0
27,1,1,1,1,0,3,3,10000,67412739,0
41,0,1,1,1,0,0,0,15000,64431943,0
42,1,1,1,1,0,2,3,10000,67233480,1
31,0,0,0,1,0,2,3,9500,66761952,0
33,1,2,2,1,0,0,0,8000,60084562,0
31,1,0,0,1,0,0,0,5000,61303188,0
40,1,1,1,1,0,0,0,15000,61316331,0
50,1,0,0,1,0,1,1,30000,67536052,0
64,1,2,0,0,1,2,2,5000,66664057,0
43,0,1,1,1,0,1,2,15000,61382692,1
25,1,1,1,1,0,1,1,10000,65574208,0
54,1,0,0,1,0,0,0,15000,62091639,0
49,1,0,0,1,0,0,0,20000,62946888,0
44,1,0,0,1,1,2,2,15000,65247722,0
42,0,1,2,1,0,2,3,20000,74550157,1
35,1,2,2,1,0,1,2,10000,61423177,0
52,1,0,0,0,1,0,0,12000,62135479,0
37,0,0,0,1,0,1,1,19000,66411910,0
38,0,2,2,1,0,1,2,11000,66918191,0
40,0,4,4,1,0,0,0,10000,61235425,0
28,1,0,0,1,0,2,3,8000,65386430,0
58,1,3,0,1,1,1,1,12000,61311595,0
43,1,1,1,1,0,2,2,12000,66090149,0
56,1,0,0,1,1,0,0,12000,63010736,1
33,1,1,1,1,0,3,3,19000,74517114,0
63,1,2,0,1,1,0,0,24000,64365854,0
60,1,1,0,0,1,0,0,5000,63998840,0
22,0,0,0,1,0,0,0,6500,73844919,0
42,0,1,0,1,0,1,1,14000,61235291,0
38,0,2,2,1,0,1,1,15000,61108219,0
39,0,2,2,1,0,0,0,10000,61449696,1
42,0,1,1,1,0,2,2,13000,67224293,0
46,1,0,0,1,0,0,0,15000,63996744,0
58,0,2,1,1,0,0,0,10000,61518638,0
50,1,0,0,1,0,3,3,8000,67164711,0
33,1,1,1,1,0,1,1,11000,65490882,0
55,0,2,0,1,0,0,0,20000,61300936,0
31,0,1,1,1,0,0,0,17000,64823622,0
31,1,2,2,1,0,1,1,12000,66715885,0
29,1,1,1,1,0,0,0,8000,61971044,0
29,1,1,1,1,0,0,0,12000,62808525,0
57,1,2,0,0,1,0,0,14000,75214042,0
48,1,1,0,1,0,0,0,15000,64349494,0
33,0,3,2,1,0,0,0,8000,66908435,0
47,1,1,0,1,0,0,0,18000,60061148,0
51,1,0,0,1,0,2,2,12000,67068333,0
28,1,1,1,1,0,0,0,8500,66927989,0
23,1,0,0,1,0,0,0,13000,72294374,0
24,0,0,0,1,0,0,0,10000,64825021,0
26,1,2,2,1,0,2,2,5000,65491114,0
33,1,1,1,1,0,0,0,25000,62598313,0
60,1,2,0,1,0,0,0,15000,62385540,1
33,1,3,3,1,0,0,0,7000,60448668,0
22,1,0,0,1,0,1,1,16000,67155185,0
43,1,1,1,1,0,0,0,15000,61149627,0
35,1,2,2,1,0,0,0,15000,62596815,1
36,0,1,1,1,0,0,0,12000,63600347,0
47,1,2,0,1,0,1,1,13000,67225130,0
41,1,2,2,1,0,3,3,18000,66332466,0
48,1,2,0,1,0,1,1,12000,66700189,0
45,0,1,1,1,0,1,1,8000,62945434,0
25,1,1,1,1,0,1,1,20000,66088863,0
32,0,2,2,1,0,0,0,11500,64443077,0
28,1,1,1,1,0,0,0,10000,66973322,0
57,1,0,1,1,0,5,5,20000,66407163,0
56,1,2,0,0,1,0,0,7500,67326759,0
25,1,1,1,1,0,2,3,10000,67212376,0
53,1,2,1,1,1,4,4,13500,67144410,0
56,1,0,0,1,0,0,0,11000,60045935,0
53,1,1,0,0,1,1,1,7000,74552519,0
41,0,0,0,1,0,0,0,15000,63593854,0
42,0,0,0,1,0,1,1,35000,61941517,0
28,0,0,0,1,0,0,0,20000,64355310,1
36,0,2,2,1,0,0,0,16000,67416321,0
24,0,0,0,1,0,1,1,18000,62942623,0
36,1,2,2,1,0,2,2,7000,74192888,0
45,1,0,0,1,0,1,1,12000,63601326,0
49,1,2,0,1,0,2,2,9000,67225234,0
32,0,1,1,1,0,0,0,15000,63892157,0
54,1,2,1,1,0,2,3,25000,74846385,0
43,1,2,2,1,0,1,1,9000,61109946,0
44,0,2,1,1,0,1,1,12000,61527538,0
53,1,1,0,1,0,5,5,9000,66698446,0
32,1,0,0,1,0,1,1,14000,59938893,0
42,0,2,2,1,0,0,0,26000,64337723,1
28,1,1,1,1,0,0,0,9000,61451426,0
61,1,2,0,0,1,1,1,4500,59940316,0
24,1,0,0,1,0,1,2,17000,61916829,0
30,1,2,2,1,0,1,1,15000,66758945,0
35,0,1,1,1,0,2,2,10000,66328907,0
35,1,0,0,1,0,5,6,12100,74651807,0
52,0,0,0,1,0,0,0,12000,62433308,1
31,1,2,2,1,0,1,1,7300,62444643,0
54,1,0,0,1,0,3,3,10000,67159549,1
51,1,1,0,0,1,0,0,9000,65230541,1
63,0,5,0,0,1,1,2,6800,61429313,0
57,1,2,0,1,1,3,4,8000,67326263,0
50,1,1,0,1,0,2,2,15000,74958724,0
41,1,2,2,1,0,2,2,21000,75029743,0
33,0,2,2,1,0,0,0,20000,63908498,1
50,1,4,1,1,0,0,0,4300,61365595,0
33,1,1,1,1,0,6,7,15000,66853666,0
24,1,1,1,1,0,0,0,4600,66200442,1
51,1,2,0,1,0,1,2,13000,74817859,0
52,1,2,0,1,0,1,2,6000,74547461,0
48,0,3,0,1,0,0,0,10000,61241430,0
54,1,0,0,1,0,0,0,12000,61378812,0
24,0,0,0,1,0,0,0,9000,60402162,0
26,1,0,0,1,0,1,2,12000,65421840,0
31,0,1,1,1,0,2,3,25000,74846318,0
35,1,2,2,1,0,0,0,25000,64425700,1
45,0,1,0,1,0,0,0,12000,61235009,1
39,0,1,1,1,0,0,0,17000,61420601,0
46,1,2,0,1,0,1,1,8000,65494353,0
50,1,3,2,0,1,0,0,6000,61457214,0
50,1,0,0,1,0,1,1,16000,62482282,0
52,1,2,0,1,0,0,0,20000,73834622,0
49,1,0,0,1,0,1,1,14000,64377136,1
23,1,1,1,1,0,1,1,18000,65405018,0
55,1,2,0,0,1,1,1,6000,74651699,0
58,0,3,0,1,0,0,0,6000,59973018,0
61,1,0,0,0,1,1,1,5000,62604456,0
48,1,1,0,1,0,0,0,7000,60040354,0
51,1,2,0,1,0,1,2,15000,61920922,0
44,1,0,0,1,0,0,0,10000,60098048,1
30,1,2,2,1,0,3,3,5900,66525228,0
46,0,2,0,1,0,1,2,5000,66892363,0
49,0,1,1,1,0,0,0,32000,74281975,1
33,0,2,2,1,0,0,0,10000,62441052,0
30,1,0,0,1,0,0,0,8000,63603505,0
40,0,3,1,1,0,1,1,20000,60525420,0
29,0,0,0,1,0,1,1,8000,74984770,0
27,0,1,1,1,0,0,0,4500,63591085,0
43,1,2,2,1,0,0,0,15000,63101211,0
23,1,0,0,1,0,1,1,14000,65501904,0
27,1,1,1,1,0,2,2,15000,60466729,0
54,1,1,1,1,0,1,1,11000,59926091,1
55,1,3,0,1,0,0,0,16000,61364576,0
27,0,1,1,1,0,1,1,15000,64548904,0
26,1,1,1,1,0,2,2,7000,66837291,0
33,1,0,1,1,0,0,0,15000,74841075,0
64,1,2,0,0,1,2,2,5500,66322185,0
56,1,4,2,1,1,3,3,18000,74533249,0
30,0,2,0,1,0,0,0,18000,64559999,0
44,0,2,2,1,0,0,0,25000,63992916,0
40,1,3,2,1,0,2,2,23000,66780391,0
38,1,1,1,1,0,0,0,11000,62077598,0
